split,image,image_path,group,width,height,resized_width,resized_height,x1,y1,x2,y2,w_px_640,h_px_640,area_px_640,short_px_640,size_bin,nearest_bat_px_640,bat_relation,edge_distance_px_640,blur_score,w_cell_p4,h_cell_p4,short_cell_p4,w_cell_p8,h_cell_p8,short_cell_p8,w_cell_p16,h_cell_p16,short_cell_p16
valid,176_png_jpg.rf.02d14d11c2e2d0488d9aa3d45b80c045.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/176_png_jpg.rf.02d14d11c2e2d0488d9aa3d45b80c045.jpg,176_png,640,640,640,640,251.0,151.5,263.0,166.5,12.0,15.0,180.0,12.0,8-16,inf,no_bat,151.5,674.7907104492188,3.0,3.75,3.0,1.5,1.875,1.5,0.75,0.9375,0.75
valid,178_png_jpg.rf.8c85ba914a3f58fd46d6cc01f7b46b2c.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/178_png_jpg.rf.8c85ba914a3f58fd46d6cc01f7b46b2c.jpg,178_png,640,640,640,640,240.5,240.5,251.5,261.5,11.0,21.0,231.0,11.0,8-16,inf,no_bat,240.5,666.6664428710938,2.75,5.25,2.75,1.375,2.625,1.375,0.6875,1.3125,0.6875
valid,191_png_jpg.rf.98e1d6bd2097157c0c2801d181aa90a0.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/191_png_jpg.rf.98e1d6bd2097157c0c2801d181aa90a0.jpg,191_png,640,640,640,640,300.0,208.0,306.0,216.0,6.0,8.0,48.0,6.0,<8,inf,no_bat,208.0,718.8094482421875,1.5,2.0,1.5,0.75,1.0,0.75,0.375,0.5,0.375
valid,19_png_jpg.rf.39e2f28ce01687b211a7d78200780100.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/19_png_jpg.rf.39e2f28ce01687b211a7d78200780100.jpg,19_png,640,640,640,640,222.5,212.5,239.5,231.5,17.0,19.0,323.0,17.0,16-32,inf,no_bat,212.5,212.03155517578125,4.25,4.75,4.25,2.125,2.375,2.125,1.0625,1.1875,1.0625
valid,19aa926f2f7d9782_jpg.rf.70ef6ccc2323b4a3e146eb5392426a8e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/19aa926f2f7d9782_jpg.rf.70ef6ccc2323b4a3e146eb5392426a8e.jpg,19aa926f2f7d9782,640,640,640,640,380.0,464.5,422.0,505.5,42.0,41.0,1722.0,41.0,>=32,169.0,far,134.5,45.69184494018555,10.5,10.25,10.25,5.25,5.125,5.125,2.625,2.5625,2.5625
valid,1b804276cb9bcf0f_jpg.rf.8b2fc380258ab4b506a74815b99f16cc.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/1b804276cb9bcf0f_jpg.rf.8b2fc380258ab4b506a74815b99f16cc.jpg,1b804276cb9bcf0f,640,640,640,640,270.5,230.5,391.5,401.5,121.0,171.0,20691.0,121.0,>=32,0.0,overlap,230.5,495.00201416015625,30.25,42.75,30.25,15.125,21.375,15.125,7.5625,10.6875,7.5625
valid,1ea91e878edc0ecc_jpg.rf.0cc7614f52b3dccd0f6b91df167edfed.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/1ea91e878edc0ecc_jpg.rf.0cc7614f52b3dccd0f6b91df167edfed.jpg,1ea91e878edc0ecc,640,640,640,640,138.0,173.5,166.0,202.5,28.0,29.0,812.0,28.0,16-32,268.0,far,138.0,19.796497344970703,7.0,7.25,7.0,3.5,3.625,3.5,1.75,1.8125,1.75
valid,20250312_140931_frame_261_20250327_202435_jpg.rf.3992709a326f067dd738364e93ceafb8.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/20250312_140931_frame_261_20250327_202435_jpg.rf.3992709a326f067dd738364e93ceafb8.jpg,20250312_140931_frame_261_20250327,640,360,640,360,342.5,237.5,359.5,252.5,17.0,15.0,255.0,15.0,8-16,0.0,overlap,107.5,5077.3291015625,4.25,3.75,3.75,2.125,1.875,1.875,1.0625,0.9375,0.9375
valid,20250312_142223_frame_6670_20250327_203104_jpg.rf.bf30c01a6d0b43c0baff914c276c3ebd.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/20250312_142223_frame_6670_20250327_203104_jpg.rf.bf30c01a6d0b43c0baff914c276c3ebd.jpg,20250312_142223_frame_6670_20250327,640,360,640,360,333.0,216.0,347.0,230.0,14.0,14.0,196.0,14.0,8-16,32.0,far,130.0,6288.83251953125,3.5,3.5,3.5,1.75,1.75,1.75,0.875,0.875,0.875
valid,20250312_142223_frame_6671_20250327_203104_jpg.rf.aa3f3773d85598b7836d13205eefcc1e.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/20250312_142223_frame_6671_20250327_203104_jpg.rf.aa3f3773d85598b7836d13205eefcc1e.jpg,20250312_142223_frame_6671_20250327,640,360,640,360,336.5,216.0,349.5,230.0,13.0,14.0,182.0,13.0,8-16,0.0,overlap,130.0,2779.75439453125,3.25,3.5,3.25,1.625,1.75,1.625,0.8125,0.875,0.8125
valid,20250314_142948_frame_104_20250327_200116_jpg.rf.85e2f430e61c9c92ba94000df1cf2110.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/20250314_142948_frame_104_20250327_200116_jpg.rf.85e2f430e61c9c92ba94000df1cf2110.jpg,20250314_142948_frame_104_20250327,640,360,640,360,209.0,227.0,225.0,245.0,16.0,18.0,288.0,16.0,16-32,70.0,far,115.0,4425.60546875,4.0,4.5,4.0,2.0,2.25,2.0,1.0,1.125,1.0
valid,20250314_142948_frame_106_20250327_200119_jpg.rf.fbc8fe1fa4f08d9e88599747855ea0ec.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/20250314_142948_frame_106_20250327_200119_jpg.rf.fbc8fe1fa4f08d9e88599747855ea0ec.jpg,20250314_142948_frame_106_20250327,640,360,640,360,212.0,229.0,230.0,247.0,18.0,18.0,324.0,18.0,16-32,57.0,far,113.0,5848.38525390625,4.5,4.5,4.5,2.25,2.25,2.25,1.125,1.125,1.125
valid,20250314_142948_frame_107_20250327_200120_jpg.rf.bca9af59ed795da97b6b0d6770548e38.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/20250314_142948_frame_107_20250327_200120_jpg.rf.bca9af59ed795da97b6b0d6770548e38.jpg,20250314_142948_frame_107_20250327,640,360,640,360,213.5,230.0,232.5,248.0,19.0,18.0,342.0,18.0,16-32,45.0,far,112.0,5855.994140625,4.75,4.5,4.5,2.375,2.25,2.25,1.1875,1.125,1.125
valid,205_png_jpg.rf.3152ca1efc637a1fc033549df92a5c00.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/205_png_jpg.rf.3152ca1efc637a1fc033549df92a5c00.jpg,205_png,640,640,640,640,332.0,120.5,348.0,135.5,16.0,15.0,240.0,15.0,8-16,inf,no_bat,120.5,203.90451049804688,4.0,3.75,3.75,2.0,1.875,1.875,1.0,0.9375,0.9375
valid,207734e06d6d344c_jpg.rf.5ca8fe57e8fc480c72c72bd01b6dac38.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/207734e06d6d344c_jpg.rf.5ca8fe57e8fc480c72c72bd01b6dac38.jpg,207734e06d6d344c,640,640,640,640,24.5,238.0,47.5,268.0,23.0,30.0,690.0,23.0,16-32,323.5869280425277,far,24.5,935.6276245117188,5.75,7.5,5.75,2.875,3.75,2.875,1.4375,1.875,1.4375
valid,209_png_jpg.rf.77b55ad4c12d639440d9bb2b2197f5a5.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/209_png_jpg.rf.77b55ad4c12d639440d9bb2b2197f5a5.jpg,209_png,640,640,640,640,335.0,300.5,353.0,325.5,18.0,25.0,450.0,18.0,16-32,inf,no_bat,287.0,79.33831787109375,4.5,6.25,4.5,2.25,3.125,2.25,1.125,1.5625,1.125
valid,21825582d94bfb5a_jpg.rf.64151ca23748f43b86d94ebb2f8bb7b0.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/21825582d94bfb5a_jpg.rf.64151ca23748f43b86d94ebb2f8bb7b0.jpg,21825582d94bfb5a,640,640,640,640,476.5,388.5,491.5,407.5,15.0,19.0,285.0,15.0,8-16,0.0,overlap,148.5,470.1679382324219,3.75,4.75,3.75,1.875,2.375,1.875,0.9375,1.1875,0.9375
valid,25_png_jpg.rf.4574514679b7dd0145dd42c4c406eaa6.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/25_png_jpg.rf.4574514679b7dd0145dd42c4c406eaa6.jpg,25_png,640,640,640,640,369.5,217.0,398.5,257.0,29.0,40.0,1160.0,29.0,16-32,inf,no_bat,217.0,409.7066955566406,7.25,10.0,7.25,3.625,5.0,3.625,1.8125,2.5,1.8125
valid,263_png_jpg.rf.9d4e72a34d8a5769b22ffee5af6a99ef.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/263_png_jpg.rf.9d4e72a34d8a5769b22ffee5af6a99ef.jpg,263_png,640,640,640,640,332.5,79.5,341.5,90.5,9.0,11.0,99.0,9.0,8-16,inf,no_bat,79.5,627.2904052734375,2.25,2.75,2.25,1.125,1.375,1.125,0.5625,0.6875,0.5625
valid,289_png_jpg.rf.372888e4d08304f66670d167b167efab.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/289_png_jpg.rf.372888e4d08304f66670d167b167efab.jpg,289_png,640,640,640,640,297.5,137.0,306.5,149.0,9.0,12.0,108.0,9.0,8-16,inf,no_bat,137.0,321.0698547363281,2.25,3.0,2.25,1.125,1.5,1.125,0.5625,0.75,0.5625
valid,2bf5cc20242a06ea_jpg.rf.f3b02ad28fbd390da3fc9da04466926d.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/2bf5cc20242a06ea_jpg.rf.f3b02ad28fbd390da3fc9da04466926d.jpg,2bf5cc20242a06ea,640,640,640,640,163.5,404.5,182.5,421.5,19.0,17.0,323.0,17.0,16-32,3.5,near,163.5,209.59019470214844,4.75,4.25,4.25,2.375,2.125,2.125,1.1875,1.0625,1.0625
valid,329_png_jpg.rf.77c280ddc4e479d1b745d8b628933a98.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/329_png_jpg.rf.77c280ddc4e479d1b745d8b628933a98.jpg,329_png,640,640,640,640,275.0,110.5,283.0,121.5,8.0,11.0,88.0,8.0,8-16,inf,no_bat,110.5,528.1116943359375,2.0,2.75,2.0,1.0,1.375,1.0,0.5,0.6875,0.5
valid,342_png_jpg.rf.c82bbe299f614838d295a2cf095b8415.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/342_png_jpg.rf.c82bbe299f614838d295a2cf095b8415.jpg,342_png,640,640,640,640,279.5,146.5,294.5,165.5,15.0,19.0,285.0,15.0,8-16,inf,no_bat,146.5,499.2464599609375,3.75,4.75,3.75,1.875,2.375,1.875,0.9375,1.1875,0.9375
valid,3527de1aa15d2124_jpg.rf.54f1b6b3438819f9d755ca3decbe7cb0.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3527de1aa15d2124_jpg.rf.54f1b6b3438819f9d755ca3decbe7cb0.jpg,3527de1aa15d2124,640,640,640,640,358.0,200.0,376.0,220.0,18.0,20.0,360.0,18.0,16-32,160.5,far,200.0,226.51527404785156,4.5,5.0,4.5,2.25,2.5,2.25,1.125,1.25,1.125
valid,377_png_jpg.rf.25ee95d34c325b5b9fef66285c7d1556.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/377_png_jpg.rf.25ee95d34c325b5b9fef66285c7d1556.jpg,377_png,640,640,640,640,264.5,163.0,271.5,173.0,7.0,10.0,70.0,7.0,<8,inf,no_bat,163.0,224.88894653320312,1.75,2.5,1.75,0.875,1.25,0.875,0.4375,0.625,0.4375
valid,38_png_jpg.rf.582a7cd4a6f35a4b42d23c1337b503ff.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/38_png_jpg.rf.582a7cd4a6f35a4b42d23c1337b503ff.jpg,38_png,640,640,640,640,229.0,199.5,239.0,210.5,10.0,11.0,110.0,10.0,8-16,inf,no_bat,199.5,939.4434814453125,2.5,2.75,2.5,1.25,1.375,1.25,0.625,0.6875,0.625
valid,3H2A3253103_jpg.rf.ed1224d4003ed4344b6e91f53e583b06.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A3253103_jpg.rf.ed1224d4003ed4344b6e91f53e583b06.jpg,3H2A3253103,640,360,640,360,473.0,245.0,489.0,261.0,16.0,16.0,256.0,16.0,16-32,3.0,near,99.0,1714.505126953125,4.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0
valid,3H2A7726040_jpg.rf.399346e9710dc4d4b3ffe597058c31a1.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A7726040_jpg.rf.399346e9710dc4d4b3ffe597058c31a1.jpg,3H2A7726040,640,360,640,360,566.5,169.0,579.5,183.0,13.0,14.0,182.0,13.0,8-16,427.54941234902896,far,60.5,1461.052490234375,3.25,3.5,3.25,1.625,1.75,1.625,0.8125,0.875,0.8125
valid,3H2A7726041_jpg.rf.cacb381593542d5162b3e2e6bc50c29b.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A7726041_jpg.rf.cacb381593542d5162b3e2e6bc50c29b.jpg,3H2A7726041,640,360,640,360,526.0,173.0,538.0,187.0,12.0,14.0,168.0,12.0,8-16,377.09581010666244,far,102.0,1701.704833984375,3.0,3.5,3.0,1.5,1.75,1.5,0.75,0.875,0.75
valid,3H2A7726042_jpg.rf.d6c1f4476e6c8784627557fbf7d8eb8d.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A7726042_jpg.rf.d6c1f4476e6c8784627557fbf7d8eb8d.jpg,3H2A7726042,640,360,640,360,484.0,174.5,498.0,189.5,14.0,15.0,210.0,14.0,8-16,323.0468232315557,far,142.0,1831.2628173828125,3.5,3.75,3.5,1.75,1.875,1.75,0.875,0.9375,0.875
valid,3H2A7726044_jpg.rf.0c8ecde176b962cb188cb49c40cfc93c.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A7726044_jpg.rf.0c8ecde176b962cb188cb49c40cfc93c.jpg,3H2A7726044,640,360,640,360,402.0,181.5,416.0,194.5,14.0,12.999999999999998,181.99999999999997,12.999999999999998,8-16,221.5,far,165.5,2065.20654296875,3.5,3.2499999999999996,3.2499999999999996,1.75,1.6249999999999998,1.6249999999999998,0.875,0.8124999999999999,0.8124999999999999
valid,3H2A7726047_jpg.rf.36c5452b7692c0633c52108f3664e1a4.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A7726047_jpg.rf.36c5452b7692c0633c52108f3664e1a4.jpg,3H2A7726047,640,360,640,360,278.0,191.5,292.0,204.5,14.0,12.999999999999998,181.99999999999997,12.999999999999998,8-16,65.5,far,155.5,1798.6072998046875,3.5,3.2499999999999996,3.2499999999999996,1.75,1.6249999999999998,1.6249999999999998,0.875,0.8124999999999999,0.8124999999999999
valid,3H2A7726049_jpg.rf.38d80f4818b42d0800f4f14310ad78d2.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A7726049_jpg.rf.38d80f4818b42d0800f4f14310ad78d2.jpg,3H2A7726049,640,360,640,360,251.5,196.5,266.5,211.5,15.0,15.0,225.0,15.0,8-16,0.0,overlap,148.5,1015.7164916992188,3.75,3.75,3.75,1.875,1.875,1.875,0.9375,0.9375,0.9375
valid,3H2A7726057_jpg.rf.070014e0301ed9eea3ff7f2f3a3f7552.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3H2A7726057_jpg.rf.070014e0301ed9eea3ff7f2f3a3f7552.jpg,3H2A7726057,640,360,640,360,536.0,229.5,548.0,242.5,12.0,12.999999999999998,155.99999999999997,12.0,8-16,222.15141232951908,far,92.0,269.1388244628906,3.0,3.2499999999999996,3.0,1.5,1.6249999999999998,1.5,0.75,0.8124999999999999,0.75
valid,3f36ac7e7917a9c1_jpg.rf.aaed8bd144e0719ab90993c7aaae4024.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/3f36ac7e7917a9c1_jpg.rf.aaed8bd144e0719ab90993c7aaae4024.jpg,3f36ac7e7917a9c1,640,640,640,640,543.0,317.5,565.0,342.5,22.0,25.0,550.0,22.0,16-32,349.4352586674676,far,75.0,273.1481628417969,5.5,6.25,5.5,2.75,3.125,2.75,1.375,1.5625,1.375
valid,403_png_jpg.rf.f397aee12fc5d4fbb61d5fbc720c71f6.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/403_png_jpg.rf.f397aee12fc5d4fbb61d5fbc720c71f6.jpg,403_png,640,640,640,640,241.0,70.0,255.0,88.0,14.0,18.0,252.0,14.0,8-16,inf,no_bat,70.0,224.94998168945312,3.5,4.5,3.5,1.75,2.25,1.75,0.875,1.125,0.875
valid,413_png_jpg.rf.9a6c133118a6108ef4acd84b82ff19c9.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/413_png_jpg.rf.9a6c133118a6108ef4acd84b82ff19c9.jpg,413_png,640,640,640,640,251.0,129.5,271.0,156.5,20.0,27.0,540.0,20.0,16-32,inf,no_bat,129.5,376.6407775878906,5.0,6.75,5.0,2.5,3.375,2.5,1.25,1.6875,1.25
valid,43104d3009d6f3c0_jpg.rf.d7b9c32b4162f859fe9be7864c5e2cfc.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/43104d3009d6f3c0_jpg.rf.d7b9c32b4162f859fe9be7864c5e2cfc.jpg,43104d3009d6f3c0,640,640,640,640,363.5,394.0,374.5,410.0,11.0,16.0,176.0,11.0,8-16,113.80355881957296,far,230.0,418.2546081542969,2.75,4.0,2.75,1.375,2.0,1.375,0.6875,1.0,0.6875
valid,451_png_jpg.rf.376631913e7174b7fb32dd5be53018b1.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/451_png_jpg.rf.376631913e7174b7fb32dd5be53018b1.jpg,451_png,640,640,640,640,207.0,79.0,225.0,101.0,18.0,22.0,396.0,18.0,16-32,inf,no_bat,79.0,619.7857055664062,4.5,5.5,4.5,2.25,2.75,2.25,1.125,1.375,1.125
valid,45_png_jpg.rf.86323d2bae3493cfdb3837d2b6f0c575.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/45_png_jpg.rf.86323d2bae3493cfdb3837d2b6f0c575.jpg,45_png,640,640,640,640,191.0,228.0,211.0,264.0,20.0,36.0,720.0,20.0,16-32,inf,no_bat,191.0,409.3650207519531,5.0,9.0,5.0,2.5,4.5,2.5,1.25,2.25,1.25
valid,491_png_jpg.rf.8f1ebd12fa68a02e6047852f112f2752.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/491_png_jpg.rf.8f1ebd12fa68a02e6047852f112f2752.jpg,491_png,640,640,640,640,240.5,81.0,249.5,93.0,9.0,12.0,108.0,9.0,8-16,inf,no_bat,81.0,237.61138916015625,2.25,3.0,2.25,1.125,1.5,1.125,0.5625,0.75,0.5625
valid,4d8b718d2c4e19ef_jpg.rf.fae90b2a60b4f008cb32ecb6d107fd04.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/4d8b718d2c4e19ef_jpg.rf.fae90b2a60b4f008cb32ecb6d107fd04.jpg,4d8b718d2c4e19ef,640,640,640,640,281.5,310.0,292.5,322.0,11.0,12.0,132.0,11.0,8-16,29.068883707497267,near,281.5,319.8742370605469,2.75,3.0,2.75,1.375,1.5,1.375,0.6875,0.75,0.6875
valid,4d8b718d2c4e19ef_jpg.rf.fae90b2a60b4f008cb32ecb6d107fd04.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/4d8b718d2c4e19ef_jpg.rf.fae90b2a60b4f008cb32ecb6d107fd04.jpg,4d8b718d2c4e19ef,640,640,640,640,281.5,309.5,290.5,320.5,9.0,11.0,99.0,9.0,8-16,30.07074990750979,near,281.5,406.275634765625,2.25,2.75,2.25,1.125,1.375,1.125,0.5625,0.6875,0.5625
valid,4e95d9e3aeb82530_jpg.rf.62577b3c14eef135bcb26b39ea1b05c1.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/4e95d9e3aeb82530_jpg.rf.62577b3c14eef135bcb26b39ea1b05c1.jpg,4e95d9e3aeb82530,640,640,640,640,42.0,351.0,78.0,395.0,36.0,44.0,1584.0,36.0,>=32,2.5,near,42.0,141.1535186767578,9.0,11.0,9.0,4.5,5.5,4.5,2.25,2.75,2.25
valid,4e95d9e3aeb82530_jpg.rf.62577b3c14eef135bcb26b39ea1b05c1.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/4e95d9e3aeb82530_jpg.rf.62577b3c14eef135bcb26b39ea1b05c1.jpg,4e95d9e3aeb82530,640,640,640,640,0.0,321.0,18.0,363.0,18.0,42.0,756.0,18.0,16-32,34.5,far,0.0,464.12249755859375,4.5,10.5,4.5,2.25,5.25,2.25,1.125,2.625,1.125
valid,501_png_jpg.rf.8c195729c2b53be7c8df47e0cebe7540.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/501_png_jpg.rf.8c195729c2b53be7c8df47e0cebe7540.jpg,501_png,640,640,640,640,285.5,130.5,298.5,151.5,13.0,21.0,273.0,13.0,8-16,inf,no_bat,130.5,363.4896240234375,3.25,5.25,3.25,1.625,2.625,1.625,0.8125,1.3125,0.8125
valid,517_png_jpg.rf.255ed9d573bb789cbd86ec1be38199c0.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/517_png_jpg.rf.255ed9d573bb789cbd86ec1be38199c0.jpg,517_png,640,640,640,640,226.0,105.5,238.0,122.5,12.0,17.0,204.0,12.0,8-16,inf,no_bat,105.5,235.63375854492188,3.0,4.25,3.0,1.5,2.125,1.5,0.75,1.0625,0.75
valid,524_png_jpg.rf.b71f035287527c3b6a205502ebd4df63.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/524_png_jpg.rf.b71f035287527c3b6a205502ebd4df63.jpg,524_png,640,640,640,640,281.0,155.0,295.0,183.0,14.0,28.0,392.0,14.0,8-16,inf,no_bat,155.0,655.4470825195312,3.5,7.0,3.5,1.75,3.5,1.75,0.875,1.75,0.875
valid,53_png_jpg.rf.5e5fceb9cfefb0843d1febd8dccfe469.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/53_png_jpg.rf.5e5fceb9cfefb0843d1febd8dccfe469.jpg,53_png,640,640,640,640,295.0,260.0,303.0,268.0,8.0,8.0,64.0,8.0,8-16,inf,no_bat,260.0,723.8037109375,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5
valid,547_png_jpg.rf.d27e310330ed5c022012269268521628.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/547_png_jpg.rf.d27e310330ed5c022012269268521628.jpg,547_png,640,640,640,640,276.5,151.0,295.5,185.0,19.0,34.0,646.0,19.0,16-32,inf,no_bat,151.0,447.1161193847656,4.75,8.5,4.75,2.375,4.25,2.375,1.1875,2.125,1.1875
valid,563_png_jpg.rf.d2b85e74152eb7a757da4dc84d71a28f.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/563_png_jpg.rf.d2b85e74152eb7a757da4dc84d71a28f.jpg,563_png,640,640,640,640,285.5,103.0,294.5,117.0,9.0,14.0,126.0,9.0,8-16,inf,no_bat,103.0,398.313232421875,2.25,3.5,2.25,1.125,1.75,1.125,0.5625,0.875,0.5625
valid,579c0baa92fbeca6_jpg.rf.ccf057d579542ec5690cba86853e8742.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/579c0baa92fbeca6_jpg.rf.ccf057d579542ec5690cba86853e8742.jpg,579c0baa92fbeca6,640,640,640,640,604.0,219.0,622.0,241.0,18.0,22.0,396.0,18.0,16-32,246.6576574931336,far,18.0,468.078369140625,4.5,5.5,4.5,2.25,2.75,2.25,1.125,1.375,1.125
valid,62002a7d9e682b13_jpg.rf.a42b78323b2b5d969445b21c33e6190c.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/62002a7d9e682b13_jpg.rf.a42b78323b2b5d969445b21c33e6190c.jpg,62002a7d9e682b13,640,640,640,640,586.5,131.0,617.5,175.0,31.0,44.0,1364.0,31.0,16-32,153.20737580155858,far,22.5,1096.9202880859375,7.75,11.0,7.75,3.875,5.5,3.875,1.9375,2.75,1.9375
valid,68_png_jpg.rf.03010094aa382e47b0a9112cba722bd1.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/68_png_jpg.rf.03010094aa382e47b0a9112cba722bd1.jpg,68_png,640,640,640,640,249.5,227.5,268.5,258.5,19.0,31.0,589.0,19.0,16-32,inf,no_bat,227.5,551.1713256835938,4.75,7.75,4.75,2.375,3.875,2.375,1.1875,1.9375,1.1875
valid,727da6d1babe404d_jpg.rf.c976bb5fd59987c3c77faae9293acf49.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/727da6d1babe404d_jpg.rf.c976bb5fd59987c3c77faae9293acf49.jpg,727da6d1babe404d,640,640,640,640,209.5,460.5,250.5,481.5,41.0,21.0,861.0,21.0,16-32,inf,no_bat,158.5,351.1570129394531,10.25,5.25,5.25,5.125,2.625,2.625,2.5625,1.3125,1.3125
valid,89_png_jpg.rf.8d41eb87a5c32f398cd1857e085848ef.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/89_png_jpg.rf.8d41eb87a5c32f398cd1857e085848ef.jpg,89_png,640,640,640,640,233.0,148.5,243.0,167.5,10.0,19.0,190.0,10.0,8-16,inf,no_bat,148.5,704.3978271484375,2.5,4.75,2.5,1.25,2.375,1.25,0.625,1.1875,0.625
valid,8cb6e6638849db37_jpg.rf.bee30a8e80173f3b0b628a0cfab09b78.jpg,/home/hplab/uxin/yolo11/pose_dataset/bbt5.v1i.yolov8/valid/images/8cb6e6638849db37_jpg.rf.bee30a8e80173f3b0b628a0cfab09b78.jpg,8cb6e6638849db37,640,640,640,640,239.0,320.0,249.0,332.0,10.0,12.0,120.0,10.0,8-16,inf,no_bat,239.0,2648.707275390625,2.5,3.0,2.5,1.25,1.5,1.25,0.625,0.75,0.625
